deal_type,deal_ym,lawd_cd,umd_name,jibun,building_name,area_m2,floor,build_year,deal_year,deal_month,deal_day,deal_amount,deposit,monthly_rent,contract_type,contract_term,pre_deposit,pre_monthly_rent,use_rr_right,dealing_gbn,cdeal_type
오피스텔_매매,202602,11500,마곡동,760-1,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,21.502,11,2017,2026,2,14,16000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,628-13,현대프린스텔,28.78,4,1999,2026,2,20,11300,,,,,,,,중개거래,
오피스텔_매매,202602,11500,염창동,266-4,시원트레벨,85.83,6,2002,2026,2,19,50000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,830-3,방화샤르망1오피스텔,16.286,4,2003,2026,2,14,5100,,,,,,,,중개거래,
오피스텔_매매,202602,11500,마곡동,773,힐스테이트 에코 마곡역,19.967,10,2017,2026,2,13,18000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,830-3,방화샤르망1오피스텔,16.286,5,2003,2026,2,12,5100,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,830-5,방화샤르망2오피스텔,17.636,11,2003,2026,2,11,6500,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.53,2,2019,2026,2,12,4822,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,26.95,2,2019,2026,2,12,4565,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.4,2,2019,2026,2,12,4827,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,18.57,2,2019,2026,2,12,3146,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,31.11,2,2019,2026,2,12,5244,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.53,3,2019,2026,2,12,4822,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,26.95,3,2019,2026,2,12,4565,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.4,3,2019,2026,2,12,4827,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,18.57,3,2019,2026,2,12,3146,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,31.11,3,2019,2026,2,12,5244,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.53,4,2019,2026,2,12,4822,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,26.95,4,2019,2026,2,12,4565,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.4,4,2019,2026,2,12,4827,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,18.57,4,2019,2026,2,12,3146,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,31.11,4,2019,2026,2,12,5244,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,28.53,5,2019,2026,2,12,4822,,,,,,,,직거래,
오피스텔_매매,202602,11500,화곡동,24-345,서경팰리스,26.95,5,2019,2026,2,12,4565,,,,,,,,직거래,
오피스텔_매매,202602,11500,등촌동,656-36,아이디움,17.31,2,2014,2026,2,9,8300,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,63-12,어위쉬 예다인,81.89,6,2008,2026,2,2,51000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,849,벽산에어트리움,28.03,6,2003,2026,2,6,11800,,,,,,,,중개거래,
오피스텔_매매,202602,11500,등촌동,656-57,센트럴시티,14.91,5,2020,2026,2,9,13000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,829,오피앙2,22.5,5,2002,2026,2,7,6000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,마곡동,793,유림트윈파크,19.99,9,2015,2026,2,4,12000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,마곡동,760,마곡나루역보타닉푸르지오시티,22.17,8,2017,2026,2,9,17400,,,,,,,,직거래,
오피스텔_매매,202602,11500,마곡동,793-3,마곡에비앙,18.97,10,2015,2026,2,7,11900,,,,,,,,직거래,
오피스텔_매매,202602,11500,마곡동,758-2,마곡일성트루엘플래닛,21.43,12,2016,2026,2,7,13000,,,,,,,,중개거래,
오피스텔_매매,202602,11500,방화동,830,오피앙,22.5,11,2001,2026,2,7,7900,,,,,,,,중개거래,
