deal_type,deal_ym,lawd_cd,umd_name,jibun,building_name,area_m2,floor,build_year,deal_year,deal_month,deal_day,deal_amount,deposit,monthly_rent,contract_type,contract_term,pre_deposit,pre_monthly_rent,use_rr_right,dealing_gbn,cdeal_type
연립다세대_전월세,202604,11500,마곡동,327-53,신안(327-53),49.68,2,1984,2026,4,10,,10200,0,,,,,,,
연립다세대_전월세,202604,11500,화곡동,354-79,현대블루밍,31.75,4,2015,2026,4,7,,18200,20,,,,,,,
연립다세대_전월세,202604,11500,등촌동,515-44,두보하이츠빌라,53.22,1,1988,2026,4,5,,25000,0,,,,,,,
연립다세대_전월세,202604,11500,화곡동,1039-7,새한아트빌A(1039-7),63.1,2,2002,2026,4,1,,18000,0,갱신,26.05~28.05,18000.0,,사용,,
연립다세대_전월세,202604,11500,방화동,247-117,우송아르떼빌,35.48,4,2014,2026,4,13,,15500,15,신규,26.07~28.07,,,,,
연립다세대_전월세,202604,11500,화곡동,409-212,연희맨션(나동),59.88,2,2001,2026,4,24,,3000,80,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,내발산동,676-18,류킹덤,38.49,2,2019,2026,4,21,,25200,0,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,방화동,496-1,유화빌라,59.6,2,1989,2026,4,21,,300,27,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,402-3,NS오피스,13.83,6,2013,2026,4,29,,8000,0,갱신,26.04~28.04,8000.0,,,,
연립다세대_전월세,202604,11500,화곡동,377-2,초롱빌라,61.63,2,1995,2026,4,18,,3000,100,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,내발산동,678-24,명칭없음,39.76,-1,1986,2026,4,24,,7000,0,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,등촌동,528-2,DH프라임,44.9,2,2014,2026,4,13,,5000,110,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,868-29,주연하우스,29.16,6,2022,2026,4,13,,25000,3,갱신,26.07~28.07,24600.0,,,,
연립다세대_전월세,202604,11500,화곡동,24-152,리젠트라움-화곡,29.21,8,2015,2026,4,25,,16200,10,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,868-29,주연하우스,43.67,2,2022,2026,4,25,,5000,112,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,102-312,더클래식,47.53,2,2018,2026,4,12,,1000,120,신규,26.05~27.05,,,,,
연립다세대_전월세,202604,11500,화곡동,475-13,(475-13),49.8,-1,1989,2026,4,14,,8300,18,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,362-56,창대빌라(362-56),46.32,6,2014,2026,4,11,,20600,20,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,972-11,정연채,22.265,2,2018,2026,4,20,,3000,49,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,1036-1,미소빌,27.79,6,2018,2026,4,11,,20700,4,갱신,26.05~28.07,20700.0,,,,
연립다세대_전월세,202604,11500,화곡동,153-3,청해빌라,51.6,3,1993,2026,4,23,,3000,70,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,1045-23,소담밸리,29.14,5,2012,2026,4,10,,3000,55,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,1049-24,아줄리움(1049-24),26.24,2,2018,2026,4,30,,19800,0,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,421-4,이화빌라가동,35.95,2,1987,2026,4,11,,13000,0,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,354-18,더존퍼스트,28.9,5,2022,2026,4,18,,24600,0,갱신,26.06~28.06,25000.0,,,,
연립다세대_전월세,202604,11500,화곡동,105-420,한울뜨란채,48.18,2,2010,2026,4,27,,15800,25,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,1163,아인스빌HANAGREEN,26.35,5,2013,2026,4,23,,2000,85,신규,26.05~28.05,,,,,
연립다세대_전월세,202604,11500,등촌동,660-3,경진빌딩,18.96,6,2003,2026,4,22,,1000,33,신규,26.05~28.05,,,,,
연립다세대_전월세,202604,11500,화곡동,29-16,유니크빌,77.84,1,2001,2026,4,15,,5500,100,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,425-46,동양퀸스빌(425-46),44.82,4,2003,2026,4,6,,15000,20,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,346-12,준쉐르빌(346-12),29.98,5,2013,2026,4,27,,4000,70,신규,26.06~28.05,,,,,
연립다세대_전월세,202604,11500,화곡동,840-2,보노하우스A동,26.36,6,2016,2026,4,29,,4000,125,신규,26.05~28.05,,,,,
연립다세대_전월세,202604,11500,내발산동,693-17,행복빌리지,38.38,4,2003,2026,4,20,,7500,35,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,등촌동,649-13,메종드NK,26.69,9,2021,2026,4,24,,3000,130,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,공항동,55-339,평화주택3차나동,50.61,4,2000,2026,4,10,,14800,0,신규,26.05~28.05,,,,,
연립다세대_전월세,202604,11500,화곡동,56-486,광진빌라트4동(56-486),32.42,2,2003,2026,4,22,,10000,10,신규,26.06~28.06,,,,,
연립다세대_전월세,202604,11500,화곡동,877-2,마크하우스,43.94,6,2018,2026,4,26,,3000,120,신규,26.05~28.05,,,,,
