deal_type,deal_ym,lawd_cd,umd_name,jibun,building_name,area_m2,floor,build_year,deal_year,deal_month,deal_day,deal_amount,deposit,monthly_rent,contract_type,contract_term,pre_deposit,pre_monthly_rent,use_rr_right,dealing_gbn,cdeal_type
아파트_매매,202606,11500,등촌동,715,등촌동아이파크,84.9958,12,2004,2026,6,22,124000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,263-7,DH팰리스,84.98,12,2022,2026,6,19,103500,,,,,,,,직거래,
아파트_매매,202606,11500,방화동,814,방화5,49.77,13,1994,2026,6,28,76000,,,,,,,,중개거래,
아파트_매매,202606,11500,가양동,1490,가양도시개발9-2단지,39.6,12,1993,2026,6,27,80000,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,871,방신서광,100.6502,2,2003,2026,6,19,73000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,292,동아,59.97,16,1998,2026,6,29,102000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,1159,"우장산아이파크,이편한세상",84.97,4,2008,2026,6,10,155500,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,814,방화5,39.6,11,1994,2026,6,30,63000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,70-20,삼천리,84.99,5,1992,2026,6,15,122000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,900-39,삼익플로리아,41.39,6,2010,2026,6,30,16700,,,,,,,,직거래,
아파트_매매,202606,11500,내발산동,704-2,우장산타워빌,84.6,9,2002,2026,6,27,82000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,343-39,우성(343-39),78.27,2,2001,2026,6,30,46800,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,1159,"우장산아이파크,이편한세상",84.97,4,2008,2026,6,10,155500,,,,,,,,중개거래,O
아파트_매매,202606,11500,방화동,832,청솔,59.04,9,1994,2026,6,29,76000,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,819,개화,133.98,6,1994,2026,6,26,98000,,,,,,,,중개거래,
아파트_매매,202606,11500,등촌동,562-5,임광,71.01,10,2000,2026,6,3,89000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,66-9,염창동한강우성,65.88,11,1990,2026,6,7,108000,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,546-1,방화3차우림필유,84.57,6,2005,2026,6,9,74000,,,,,,,,중개거래,
아파트_매매,202606,11500,등촌동,715,등촌동아이파크,84.7556,19,2004,2026,6,27,120000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,263,태진한솔,58.87,14,1994,2026,6,30,112500,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,860,마곡서광(치현마을),59.67,1,1998,2026,6,26,50300,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,925-5,풍원팰리스,43.8,8,2012,2026,6,30,36000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,917-4,세림아파트,49.955,6,2016,2026,6,27,37000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,244-2,삼성한마음,59.94,6,1995,2026,6,30,97800,,,,,,,,중개거래,
아파트_매매,202606,11500,내발산동,676-23,청솔샤르망1001동,84.8081,2,2004,2026,6,30,69000,,,,,,,,중개거래,
아파트_매매,202606,11500,염창동,287-1,우성2,84.7,3,1992,2026,6,21,124000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,914-32,세교예지안5차,29.95,5,2016,2026,6,30,19800,,,,,,,,중개거래,
아파트_매매,202606,11500,등촌동,715,등촌동아이파크,165.8299,7,2004,2026,6,27,150000,,,,,,,,중개거래,
아파트_매매,202606,11500,방화동,450-1,다우하임더프라임아파트,82.02,7,2023,2026,6,25,75000,,,,,,,,직거래,
아파트_매매,202606,11500,화곡동,899-13,드림시드아파트1차,30.28,5,2017,2026,6,30,20700,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,1139,초록,84.07,9,1998,2026,6,3,64000,,,,,,,,직거래,
아파트_매매,202606,11500,화곡동,900-47,센트럴파크아파트,48.65,5,2021,2026,6,2,47900,,,,,,,,직거래,
아파트_매매,202606,11500,공항동,1398,더트루엘마곡HQ,48.3293,8,2024,2026,6,27,67500,,,,,,,,직거래,
아파트_매매,202606,11500,화곡동,900-47,센트럴파크아파트,48.15,3,2021,2026,6,19,47900,,,,,,,,직거래,
아파트_매매,202606,11500,가양동,1475,강변,49.5,14,1992,2026,6,22,110000,,,,,,,,중개거래,
아파트_매매,202606,11500,화곡동,460-1,푸른숲,84.94,8,2007,2026,6,19,53500,,,,,,,,중개거래,
