deal_type,deal_ym,lawd_cd,umd_name,jibun,building_name,area_m2,floor,build_year,deal_year,deal_month,deal_day,deal_amount,deposit,monthly_rent,contract_type,contract_term,pre_deposit,pre_monthly_rent,use_rr_right,dealing_gbn,cdeal_type
오피스텔_전월세,202604,11500,염창동,252,현진파크뷰,28.41,4,2019,2026,4,12,,20000,20,,,,,,,
오피스텔_전월세,202604,11500,등촌동,628-16,강변샤르망1단지,63.16,6,2005,2026,4,17,,25000,47,,,,,,,
오피스텔_전월세,202604,11500,염창동,261,염창역한강투웨니퍼스트,29.98,11,2022,2026,4,10,,27000,0,,,,,,,
오피스텔_전월세,202604,11500,염창동,266-12,한빛어반뉴스토리,28.69,8,2018,2026,4,11,,10000,80,,,,,,,
오피스텔_전월세,202604,11500,염창동,266-12,한빛어반뉴스토리,28.69,11,2018,2026,4,9,,24500,0,,,,,,,
오피스텔_전월세,202604,11500,염창동,261,염창역한강투웨니퍼스트,29.98,3,2022,2026,4,7,,23400,25,,,,,,,
오피스텔_전월세,202604,11500,방화동,612-147,메종드아이디,28.73,3,2021,2026,4,3,,28000,0,,,,,,,
오피스텔_전월세,202604,11500,마곡동,773-3,힐스테이트에코동익,24.57,12,2017,2026,4,10,,1000,85,신규,26.04~27.04,,,,,
오피스텔_전월세,202604,11500,화곡동,1063-8,서안EZtel,31.59,11,2001,2026,4,22,,1000,60,신규,26.07~28.07,,,,,
오피스텔_전월세,202604,11500,마곡동,784-9,마곡오드카운티2차,17.36,10,,2026,4,27,,5000,34,갱신,26.06~27.06,5000.0,31.0,,,
오피스텔_전월세,202604,11500,등촌동,639-8,ACE A-ZONE,98.42,14,2005,2026,4,11,,35000,50,신규,26.07~28.07,,,,,
오피스텔_전월세,202604,11500,마곡동,793-4,엘리안,22.23,10,2015,2026,4,10,,1000,60,갱신,26.04~27.04,1000.0,55.0,,,
오피스텔_전월세,202604,11500,마곡동,776,마곡 파크뷰 대방디엠시티 오피스텔,26.68,9,2019,2026,4,27,,10000,20,갱신,26.05~28.05,10000.0,18.0,,,
오피스텔_전월세,202604,11500,화곡동,1110,연우넥스트파크뷰,15.29,4,2019,2026,4,12,,13500,0,갱신,26.06~27.06,13800.0,,,,
오피스텔_전월세,202604,11500,화곡동,1110,연우넥스트파크뷰,15.29,7,2019,2026,4,27,,1000,67,신규,26.06~28.06,,,,,
오피스텔_전월세,202604,11500,등촌동,641-8,베르데하우스,27.9,9,2021,2026,4,20,,2000,103,신규,26.07~27.07,,,,,
오피스텔_전월세,202604,11500,가양동,448-11,가양글로벌퍼스트,28.12,8,2018,2026,4,11,,2000,110,신규,26.07~28.07,,,,,
오피스텔_전월세,202604,11500,마곡동,760,마곡나루역보타닉푸르지오시티,22.2,4,2017,2026,4,21,,1000,85,신규,26.04~27.04,,,,,
오피스텔_전월세,202604,11500,마곡동,773-3,힐스테이트에코동익,24.57,11,2017,2026,4,25,,1000,82,신규,26.07~27.07,,,,,
오피스텔_전월세,202604,11500,화곡동,925-22,아델스하임,25.94,9,2020,2026,4,14,,5000,54,신규,26.07~28.06,,,,,
오피스텔_전월세,202604,11500,마곡동,795-2,마곡아이파크,26.42,14,2016,2026,4,25,,18000,7,갱신,26.06~28.08,18900.0,,사용,,
