region_name,deal_ym,deal_type,building_name,umd_name,jibun,area_m2,deal_amount,deposit,monthly_rent,floor,deal_day,build_year
화곡동,202607,오피스텔_전월세,연우넥스트파크뷰,화곡동,1110,15.29,,1000,66,8,6,2019
마곡동,202607,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,20.82,,13275,3,4,1,
등촌동,202607,오피스텔_전월세,DongNam II,등촌동,631-17,24.79,,3000,80,6,5,2021
마곡동,202607,오피스텔_전월세,매그넘793,마곡동,793-7,27.46,,25500,0,7,6,2020
염창동,202607,오피스텔_전월세,루미온,염창동,261-16,29.96,,29500,0,10,6,2022
화곡동,202607,오피스텔_전월세,아줄리움,화곡동,918-1,19.35,,19000,0,13,4,2022
화곡동,202607,오피스텔_전월세,화성오피스텔,화곡동,29-46,26.95,,500,54,4,5,2003
방화동,202607,오피스텔_전월세,오피앙2,방화동,829,22.5,,500,45,7,2,2002
마곡동,202607,오피스텔_전월세,우성르보아투,마곡동,739-2,20.24,,500,61,12,6,2015
화곡동,202607,오피스텔_전월세,아덴하임,화곡동,24-92,26.63,,19350,6,6,4,2020
마곡동,202607,오피스텔_전월세,엠코지니어스타,마곡동,776-4,23.84,,15900,0,12,6,2015
화곡동,202607,오피스텔_전월세,미리내오피스텔,화곡동,937-12,19.69,,1000,65,7,3,2019
등촌동,202607,오피스텔_전월세,뉴스토리오피스텔,등촌동,683-1,17.52,,13000,0,2,4,2013
화곡동,202607,오피스텔_전월세,SJ라벨라,화곡동,1111,22.37,,17500,0,18,1,2020
화곡동,202607,오피스텔_전월세,쌍떼포레,화곡동,914-4,24.68,,21000,0,12,3,2021
마곡동,202607,오피스텔_전월세,엠코지니어스타,마곡동,776-4,22.95,,14600,13,13,3,2015
등촌동,202607,오피스텔_전월세,경동미르웰한올림,등촌동,656,16.19,,1000,70,2,4,2016
공항동,202607,오피스텔_전월세,에테르힐스,공항동,45-11,47.49,,30000,5,12,5,2023
마곡동,202607,오피스텔_전월세,마곡럭스나인오피스텔,마곡동,758-4,21.87,,2000,58,4,5,2016
마곡동,202607,오피스텔_전월세,마곡경동미르웰,마곡동,784,17.96,,500,73,8,4,2015
마곡동,202607,오피스텔_전월세,마곡오드카운티1차,마곡동,784-11,20.82,,1000,75,5,4,2016
마곡동,202607,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.27,,1000,74,11,2,2016
염창동,202607,오피스텔_전월세,한빛어반뉴스토리,염창동,266-12,28.69,,21300,25,7,3,2018
화곡동,202607,오피스텔_전월세,씨앤케이,화곡동,779-9,28.98,,19600,0,3,3,2018
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.2,,5000,66,5,3,2017
마곡동,202607,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,14000,0,2,1,2016
염창동,202607,오피스텔_전월세,염창투웨니퍼스트,염창동,262,28.57,,27200,0,12,2,2019
마곡동,202607,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1000,75,8,4,2016
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,19.65,,1000,80,12,5,2017
마곡동,202607,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16200,15,9,1,2017
방화동,202607,오피스텔_전월세,방화샤르망1오피스텔,방화동,830-3,16.29,,4700,5,4,3,2003
마곡동,202607,오피스텔_전월세,마곡시티오피스텔,마곡동,758,22.51,,500,64,9,3,2016
마곡동,202607,오피스텔_전월세,엠코지니어스타,마곡동,776-4,22.95,,14600,15,6,1,2015
등촌동,202607,오피스텔_전월세,비원오피스텔,등촌동,648-6,40.37,,14850,0,10,3,2004
가양동,202607,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,27000,0,11,3,2020
가양동,202607,오피스텔_전월세,마곡지웰에스테이트,가양동,194-2,17.44,,10500,0,6,2,2014
가양동,202607,오피스텔_전월세,동양 트레벨 스카이 오피스텔,가양동,1479-8,26.96,,2000,60,13,3,2003
방화동,202607,오피스텔_전월세,경동화인시티,방화동,612-2,19.44,,6780,0,1,3,2010
등촌동,202607,오피스텔_전월세,대룡드림타워-1,등촌동,684-3,30.32,,13500,0,9,3,2004
화곡동,202607,오피스텔_전월세,화곡투웨니퍼스트,화곡동,105-378,28.45,,1000,95,4,3,2018
화곡동,202607,오피스텔_전월세,화곡투웨니퍼스트,화곡동,105-378,28.45,,2000,101,7,1,2018
마곡동,202607,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,39.97,,32000,0,5,3,2017
마곡동,202607,오피스텔_전월세,마곡오드카운티1차,마곡동,784-11,20.82,,2000,75,3,3,2016
화곡동,202607,오피스텔_전월세,리치A110,화곡동,938-11,23.08,,22700,11,15,1,2026
염창동,202607,오피스텔_전월세,염창투웨니퍼스트,염창동,262,28.57,,3000,98,6,2,2019
가양동,202607,오피스텔_전월세,가양글로벌퍼스트,가양동,448-11,28.12,,23000,21,11,3,2018
화곡동,202607,오피스텔_전월세,미래안포레,화곡동,1105,23.47,,22000,0,20,3,2022
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,15200,20,11,2,2017
마곡동,202607,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,5000,41,7,2,2016
마곡동,202607,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,21.25,,16500,10,10,2,2019
마곡동,202607,오피스텔_전월세,마곡대명투웨니퍼스트,마곡동,784-6,17.96,,500,58,5,3,2015
염창동,202607,오피스텔_전월세,등촌노블레르,염창동,242-5,27.64,,23000,0,4,2,2020
마곡동,202607,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.27,,13300,17,14,2,2016
마곡동,202607,오피스텔_전월세,미르웰플러스오피스텔,마곡동,784-4,34.75,,1500,105,14,2,2015
마곡동,202607,오피스텔_전월세,마곡센트럴대방디엠시티오피스텔,마곡동,776-2,24.02,,16000,10,3,2,2017
가양동,202607,오피스텔_전월세,마곡보타닉투웨니퍼스트,가양동,257-1,28.33,,24300,4,10,2,2020
마곡동,202607,오피스텔_전월세,매그넘793,마곡동,793-7,32.6,,1000,115,5,2,2020
마곡동,202607,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,30.37,,21370,20,4,2,
마곡동,202607,오피스텔_전월세,마곡 파크뷰 대방디엠시티 오피스텔,마곡동,776,26.68,,20400,0,14,1,2019
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,500,59,12,1,2017
마곡동,202607,오피스텔_전월세,마곡역센트럴푸르지오시티,마곡동,773-1,23,,13000,30,7,2,2016
화곡동,202607,오피스텔_전월세,인터시티오피스텔,화곡동,343-32,38.11,,13300,3,3,1,2002
등촌동,202607,오피스텔_전월세,호성스카이오피스텔,등촌동,847,26.79,,21525,4,11,1,2020
화곡동,202607,오피스텔_전월세,아덴하임,화곡동,24-92,26.63,,1000,85,16,1,2020
등촌동,202607,오피스텔_전월세,강변샤르망3단지,등촌동,628-17,58.36,,35000,12,4,1,2005
마곡동,202607,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,1000,59,7,1,2016
가양동,202607,오피스텔_전월세,아트리버빌,가양동,239-8,33.73,,16000,20,2,1,2016
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,22.17,,15200,0,3,1,2017
마곡동,202607,오피스텔_전월세,마곡나루역보타닉푸르지오시티,마곡동,760,19.96,,2000,68,11,1,2017
마곡동,202607,오피스텔_전월세,마곡오드카운티2차,마곡동,784-9,17.36,,11920,3,9,1,
등촌동,202607,오피스텔_전월세,유원더블레스,등촌동,637-27,21,,21400,5,5,1,2020
화곡동,202607,오피스텔_전월세,크라운뷰,화곡동,982-17,49.22,,17600,14,5,1,2009
마곡동,202607,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,1000,75,7,1,2016
화곡동,202607,오피스텔_전월세,크라운뷰,화곡동,982-17,49.22,,17600,14,5,1,2009
마곡동,202607,오피스텔_전월세,마곡에비앙,마곡동,793-3,18.45,,3000,60,7,1,2015
마곡동,202607,오피스텔_전월세,마곡일성트루엘플래닛,마곡동,758-2,21.43,,13000,11,6,1,2016
화곡동,202607,오피스텔_전월세,강서 동도센트리움,화곡동,1161,18.97,,500,50,11,1,2012
등촌동,202607,오피스텔_전월세,현대 센트럴 가양,등촌동,640-2,27.99,,24300,10,4,1,2021
마곡동,202607,오피스텔_전월세,마곡헤리움2차,마곡동,758-3,22.51,,1000,75,2,1,2016
마곡동,202607,오피스텔_전월세,힐스테이트에코동익,마곡동,773-3,24.57,,18000,10,9,1,2017
화곡동,202607,오피스텔_전월세,GS  TOWER,화곡동,24-171,29.59,,3000,110,2,1,2026
공항동,202607,연립다세대_전월세,LK드림빌,공항동,66-28,27.66,,18923,0,5,1,2018
화곡동,202607,연립다세대_전월세,리젠트라움,화곡동,98-76,27.52,,12800,40,2,16,2014
염창동,202607,연립다세대_전월세,홍우주택,염창동,272-19,41.32,,8000,3,2,16,2000
가양동,202607,연립다세대_전월세,라이품,가양동,1457-1,16.05,,3468,14,4,16,2017
화곡동,202607,연립다세대_전월세,동영빌라,화곡동,841-27,43.12,,10000,0,5,16,2002
화곡동,202607,연립다세대_전월세,리치팰리스(400-89),화곡동,400-89,46.49,,19150,0,4,16,2012
화곡동,202607,연립다세대_전월세,서경팰리스,화곡동,24-345,29.29,,18600,32,8,1,2019
화곡동,202607,연립다세대_전월세,케이하우스,화곡동,24-337,29.05,,1000,76,3,11,2017
화곡동,202607,연립다세대_전월세,블루힐(846-14),화곡동,846-14,22.03,,2000,114,3,4,2021
화곡동,202607,연립다세대_전월세,신영맨션,화곡동,350-25,53.84,,12000,45,5,8,1995
가양동,202607,연립다세대_전월세,라이품,가양동,1457-1,16.06,,3468,14,4,16,2017
방화동,202607,연립다세대_전월세,제이스빌,방화동,592-103,27.3,,90,90,2,16,2022
마곡동,202607,연립다세대_전월세,에어빌라트B동,마곡동,1184,62.28,,19400,0,1,5,2000
화곡동,202607,연립다세대_전월세,오리온하우스,화곡동,410-148,48.705,,18500,0,3,3,2011
공항동,202607,연립다세대_전월세,마곡그랜드빌,공항동,19-26,28.85,,22000,0,4,8,2021
화곡동,202607,연립다세대_전월세,M펠리체,화곡동,830-2,38.52,,26000,0,2,16,2018
화곡동,202607,연립다세대_전월세,삼형빌라,화곡동,29-33,53.24,,8500,0,-1,7,1991
공항동,202607,연립다세대_전월세,참터리치빌,공항동,673-8,40.37,,10000,45,3,15,2016
화곡동,202607,연립다세대_전월세,세화하이츠맨션,화곡동,333-21,64.28,,17000,0,4,15,2001
화곡동,202607,연립다세대_전월세,HIGH-END480,화곡동,480-14,29.76,,18700,0,4,15,2023
화곡동,202607,연립다세대_전월세,쉐라톤빌리지(340-26),화곡동,340-26,41.13,,12200,10,4,8,1994
화곡동,202607,연립다세대_전월세,부일쉐르빌B동,화곡동,70-43,34.6,,9865,20,5,9,2002
화곡동,202607,연립다세대_전월세,구산해피밸리B동,화곡동,866-32,57.46,,14000,24,2,1,2002
공항동,202607,연립다세대_전월세,헬리그라프마곡에디션,공항동,8-5,29.02,,2000,140,6,13,2024
화곡동,202607,연립다세대_전월세,마마스빌,화곡동,342-76,29.79,,18600,0,3,11,2017
화곡동,202607,연립다세대_전월세,(1047-4),화곡동,1047-4,49.91,,10000,40,4,8,2000
내발산동,202607,연립다세대_전월세,오가빌라,내발산동,694,50.55,,16000,0,4,15,2005
화곡동,202607,연립다세대_전월세,벨라하우스Ⅱ,화곡동,793-8,31.07,,14500,15,3,15,2012
화곡동,202607,연립다세대_전월세,경원주택가동,화곡동,410-87,39.72,,11200,0,4,15,2001
화곡동,202607,연립다세대_전월세,신성빌라,화곡동,813-1,73.01,,18100,0,3,15,1990
화곡동,202607,연립다세대_전월세,코리아빌하우스,화곡동,818-10,62.02,,16500,0,2,15,2002
공항동,202607,연립다세대_전월세,(665-16),공항동,665-16,43.82,,17000,0,3,9,2008
내발산동,202607,연립다세대_전월세,신한베스트빌가동,내발산동,708-15,55.66,,12000,60,5,10,2002
화곡동,202607,연립다세대_전월세,엘지드림빌에이동,화곡동,879-23,58.41,,5000,90,4,14,2003
염창동,202607,연립다세대_전월세,대명투웨니퍼스트,염창동,283-3,12.16,,11300,8,8,15,2012
화곡동,202607,연립다세대_전월세,성진빌라A동,화곡동,158-64,60.21,,17000,6,3,3,1997
등촌동,202607,연립다세대_전월세,오성트레빌,등촌동,530-19,39.94,,5000,80,4,14,2006
방화동,202607,연립다세대_전월세,마곡스카이빌,방화동,247-215,29.81,,16000,10,3,14,2016
화곡동,202607,연립다세대_전월세,정감트윈빌(비동),화곡동,424-174,38.88,,20000,0,4,7,2015
염창동,202607,연립다세대_전월세,한경렉스플레이스,염창동,262-4,24.84,,30900,10,9,13,2021
등촌동,202607,연립다세대_전월세,도현블랑빌(나동),등촌동,519-26,69.42,,24000,0,4,4,2002
화곡동,202607,연립다세대_전월세,슈프림더하이움,화곡동,886-8,47.13,,5958,61,3,14,2023
내발산동,202607,연립다세대_전월세,낙원리더스빌102동,내발산동,708-18,46.14,,14700,18,3,14,2002
가양동,202607,연립다세대_전월세,라이품,가양동,1457-1,16.05,,3468,14,2,14,2017
화곡동,202607,연립다세대_전월세,화곡투웨니퍼스트,화곡동,105-378,24.45,,1000,103,10,9,2018
화곡동,202607,연립다세대_전월세,The트라움2nd,화곡동,355-23,24.69,,5000,70,2,13,2022
화곡동,202607,연립다세대_전월세,미소빌,화곡동,1036-1,25.96,,3000,85,4,13,2018
등촌동,202607,연립다세대_전월세,라테라스(643-16),등촌동,643-16,29.97,,27000,0,5,14,2020
화곡동,202607,연립다세대_전월세,남성아트빌(381-1),화곡동,381-1,23.88,,15600,11,6,10,2015
공항동,202607,연립다세대_전월세,위하우스(651-4),공항동,651-4,32.07,,23900,0,7,14,2019
화곡동,202607,연립다세대_전월세,황제그랜드파크(105-480),화곡동,105-480,44.55,,14600,10,3,11,2008
마곡동,202607,연립다세대_전월세,청람아트빌,마곡동,6-4,26.23,,15500,20,6,4,2018
내발산동,202607,연립다세대_전월세,DH647,내발산동,647,45.76,,72400,0,11,11,2023
화곡동,202607,연립다세대_전월세,제이투리더스,화곡동,424-70,27.6,,21700,17,2,12,2019
화곡동,202607,연립다세대_전월세,서림그랑빌,화곡동,504-51,29.43,,5000,20,5,10,2019
방화동,202607,연립다세대_전월세,정진(583-24),방화동,583-24,36.54,,14000,0,3,8,1990
화곡동,202607,연립다세대_전월세,NS타운,화곡동,878-16,28.84,,19800,0,4,11,2019
화곡동,202607,연립다세대_전월세,더존퍼스트,화곡동,354-18,28.9,,24690,0,5,13,2022
염창동,202607,연립다세대_전월세,링크253,염창동,253-6,28.35,,19900,10,4,8,2016
화곡동,202607,연립다세대_전월세,NS타운,화곡동,878-16,28,,19000,30,2,11,2019
등촌동,202607,연립다세대_전월세,신성연립,등촌동,520-3,69.84,,17000,0,3,6,1984
내발산동,202607,연립다세대_전월세,DH647,내발산동,647,45.76,,68000,0,7,10,2023
화곡동,202607,연립다세대_전월세,월드홈타운(772-10),화곡동,772-10,46.82,,7000,60,2,13,2014
내발산동,202607,연립다세대_전월세,두란노빌라나동,내발산동,704-22,56.09,,10000,0,1,11,1990
화곡동,202607,연립다세대_전월세,세종파크빌,화곡동,463-12,71.43,,24637,28,4,13,2023
화곡동,202607,연립다세대_전월세,드림하우스(778-14),화곡동,778-14,13.69,,1000,47,5,10,2012
마곡동,202607,연립다세대_전월세,만선빌,마곡동,1235,14.59,,6500,0,2,13,2012
공항동,202607,연립다세대_전월세,보금빌라,공항동,34-71,65.44,,15750,0,1,13,2002
화곡동,202607,연립다세대_전월세,그리미야빌라,화곡동,1130-21,33.6,,9100,3,1,3,2002
화곡동,202607,연립다세대_전월세,경민아트빌(368-23),화곡동,368-23,28.12,,18900,15,4,13,2018
등촌동,202607,연립다세대_전월세,예가채(516-18),등촌동,516-18,34.69,,23690,0,2,8,2016
화곡동,202607,연립다세대_전월세,삼익헤스티아(1130-15),화곡동,1130-15,22.13,,11600,16,3,13,2015
화곡동,202607,연립다세대_전월세,대동빌,화곡동,424-18,24.11,,20160,0,2,11,2020
화곡동,202607,연립다세대_전월세,빌라드다인,화곡동,24-35,23.02,,5000,68,3,10,2023
화곡동,202607,연립다세대_전월세,동원힐하우스,화곡동,778-9,13.6,,1000,52,4,10,2011
화곡동,202607,연립다세대_전월세,예화빌라트,화곡동,886-1,84.345,,22100,4,4,4,2000
화곡동,202607,연립다세대_전월세,서울가든,화곡동,1126-17,54.58,,15000,0,3,13,1991
화곡동,202607,연립다세대_전월세,오성드림빌,화곡동,504-75,26.13,,3000,75,4,8,2018
화곡동,202607,연립다세대_전월세,요한빌,화곡동,158-33,34.3,,18600,0,4,10,2016
등촌동,202607,연립다세대_전월세,경진빌딩,등촌동,660-3,28.95,,3000,40,5,13,2003
화곡동,202607,연립다세대_전월세,삼화빌라,화곡동,338-38,32.7,,3000,40,1,13,1986
화곡동,202607,연립다세대_전월세,삼협필하우스,화곡동,158-19,29.58,,14000,32,2,1,2016
화곡동,202607,연립다세대_전월세,승현스위트빌,화곡동,346-34,65.98,,20286,0,4,11,2002
마곡동,202607,연립다세대_전월세,마곡스카이B단지,마곡동,1245,30,,20100,0,3,11,2019
화곡동,202607,연립다세대_전월세,백문하우스,화곡동,968-17,28.61,,17000,20,2,7,2018
등촌동,202607,연립다세대_전월세,더시크릿등촌,등촌동,646-38,27.63,,24300,15,5,11,2019
화곡동,202607,연립다세대_전월세,청송평화헬스하우스(341-5),화곡동,341-50,28.64,,17890,19,2,7,2018
공항동,202607,연립다세대_전월세,대림파크빌,공항동,669-3,36.5,,3000,65,2,10,2011
방화동,202607,연립다세대_전월세,마곡팰리스,방화동,247-90,27.64,,17640,1,4,10,2017
공항동,202607,연립다세대_전월세,대림파크빌,공항동,669-3,36.5,,3000,65,2,10,2011
등촌동,202607,연립다세대_전월세,우림빌라,등촌동,514-34,61.74,,19000,0,3,11,2002
내발산동,202607,연립다세대_전월세,예원원룸,내발산동,720-22,41.34,,700,70,4,7,2003
방화동,202607,연립다세대_전월세,뉴파인빌,방화동,536-1,45.3,,18000,0,5,6,2008
